"time","occupancy"
"2017-03-01 23:54:01","2"
"2017-03-01 23:56:01","2"
"2017-03-01 23:58:01","3"
"2017-03-02 00:00:01","2"
"2017-03-02 00:02:01","1"
"2017-03-02 00:04:01","2"
"2017-03-02 00:06:01","2"
"2017-03-02 00:08:01","1"
"2017-03-02 00:10:01","3"
"2017-03-02 00:12:01","2"
"2017-03-02 00:14:01","4"
"2017-03-02 00:16:01","2"
"2017-03-02 00:18:01","2"
"2017-03-02 00:20:01","2"
"2017-03-02 00:22:01","2"
"2017-03-02 00:26:01","2"
"2017-03-02 00:30:01","2"
"2017-03-02 00:32:01","3"
"2017-03-02 00:34:01","5"
"2017-03-02 00:36:01","1"
"2017-03-02 00:38:01","2"
"2017-03-02 00:40:01","1"
"2017-03-02 00:42:01","4"
"2017-03-02 00:44:01","1"
"2017-03-02 00:46:01","2"
"2017-03-02 00:48:01","4"
"2017-03-02 00:50:01","2"
"2017-03-02 00:52:01","1"
"2017-03-02 00:54:01","4"
"2017-03-02 00:56:01","3"
"2017-03-02 00:58:01","2"
"2017-03-02 01:00:01","1"
"2017-03-02 01:02:01","2"
"2017-03-02 01:04:01","1"
"2017-03-02 01:06:01","2"
"2017-03-02 01:10:01","3"
"2017-03-02 01:14:01","1"
"2017-03-02 01:18:01","1"
"2017-03-02 01:24:01","2"
"2017-03-02 01:26:01","1"
"2017-03-02 01:28:01","3"
"2017-03-02 01:30:01","2"
"2017-03-02 01:32:01","1"
"2017-03-02 01:34:01","1"
"2017-03-02 01:36:01","2"
"2017-03-02 01:38:01","2"
"2017-03-02 01:40:01","2"
"2017-03-02 01:42:01","4"
"2017-03-02 01:44:01","4"
"2017-03-02 01:56:01","1"
"2017-03-02 01:58:01","1"
"2017-03-02 02:00:01","2"
"2017-03-02 02:02:01","1"
"2017-03-02 02:04:01","1"
"2017-03-02 02:10:01","1"
"2017-03-02 02:14:01","1"
"2017-03-02 02:16:01","4"
"2017-03-02 02:18:01","4"
"2017-03-02 02:22:01","1"
"2017-03-02 02:26:01","2"
"2017-03-02 02:28:01","1"
"2017-03-02 02:32:01","2"
"2017-03-02 02:36:01","3"
"2017-03-02 02:40:01","1"
"2017-03-02 02:42:01","1"
"2017-03-02 02:44:01","1"
"2017-03-02 02:46:01","2"
"2017-03-02 02:50:01","2"
"2017-03-02 02:52:01","2"
"2017-03-02 02:54:01","2"
"2017-03-02 03:00:01","1"
"2017-03-02 03:02:01","2"
"2017-03-02 03:06:01","1"
"2017-03-02 03:08:01","1"
"2017-03-02 03:10:01","2"
"2017-03-02 03:12:01","1"
"2017-03-02 03:14:01","1"
"2017-03-02 03:16:01","1"
"2017-03-02 03:18:01","1"
"2017-03-02 03:20:01","3"
"2017-03-02 03:22:01","1"
"2017-03-02 03:24:01","1"
"2017-03-02 03:26:01","3"
"2017-03-02 03:28:01","2"
"2017-03-02 03:30:01","3"
"2017-03-02 03:32:01","2"
"2017-03-02 03:34:01","2"
"2017-03-02 03:36:01","1"
"2017-03-02 03:38:01","2"
"2017-03-02 03:40:01","2"
"2017-03-02 03:42:01","3"
"2017-03-02 03:44:01","4"
"2017-03-02 03:46:01","2"
"2017-03-02 03:48:01","3"
"2017-03-02 03:50:01","2"
"2017-03-02 03:52:01","2"
"2017-03-02 03:54:01","1"
"2017-03-02 03:56:01","3"
"2017-03-02 03:58:01","3"
"2017-03-02 04:00:01","1"
"2017-03-02 04:02:01","1"
"2017-03-02 04:04:01","2"
"2017-03-02 04:06:01","1"
"2017-03-02 04:08:01","1"
"2017-03-02 04:10:01","2"
"2017-03-02 04:12:01","3"
"2017-03-02 04:14:01","1"
"2017-03-02 04:20:01","2"
"2017-03-02 04:24:01","1"
"2017-03-02 04:28:01","1"
"2017-03-02 04:30:01","1"
"2017-03-02 04:32:01","1"
"2017-03-02 04:52:01","1"
"2017-03-02 04:54:01","2"
"2017-03-02 05:06:01","1"
"2017-03-02 05:10:01","1"
"2017-03-02 05:12:01","1"
"2017-03-02 05:14:01","1"
"2017-03-02 05:18:01","1"
"2017-03-02 05:20:01","1"
"2017-03-02 05:22:01","1"
"2017-03-02 05:26:01","1"
"2017-03-02 05:28:01","1"
"2017-03-02 05:30:01","2"
"2017-03-02 05:32:01","1"
"2017-03-02 05:46:01","1"
"2017-03-02 05:48:01","1"
"2017-03-02 06:24:01","1"
"2017-03-02 06:26:01","1"
"2017-03-02 06:28:01","1"
"2017-03-02 06:30:01","1"
"2017-03-02 06:50:01","1"
"2017-03-02 06:52:01","1"
"2017-03-02 07:04:01","1"
"2017-03-02 07:08:01","1"
"2017-03-02 07:10:01","2"
"2017-03-02 07:12:01","1"
"2017-03-02 07:14:01","2"
"2017-03-02 07:16:01","1"
"2017-03-02 07:18:01","1"
"2017-03-02 07:20:01","1"
"2017-03-02 07:22:01","1"
"2017-03-02 07:24:01","2"
"2017-03-02 07:26:01","1"
"2017-03-02 07:28:01","1"
"2017-03-02 07:30:01","1"
"2017-03-02 07:42:01","1"
"2017-03-02 07:52:01","1"
"2017-03-02 07:54:01","1"
"2017-03-02 07:56:01","1"
"2017-03-02 08:00:01","1"
"2017-03-02 08:02:01","1"
"2017-03-02 08:04:01","2"
"2017-03-02 08:06:01","1"
"2017-03-02 08:20:01","1"
"2017-03-02 08:24:01","1"
"2017-03-02 08:28:01","2"
"2017-03-02 08:30:01","3"
"2017-03-02 08:32:01","2"
"2017-03-02 08:36:01","1"
"2017-03-02 08:40:01","1"
"2017-03-02 08:44:01","2"
"2017-03-02 08:46:01","1"
"2017-03-02 08:50:01","1"
"2017-03-02 08:58:01","2"
"2017-03-02 09:00:01","1"
"2017-03-02 09:14:01","2"
"2017-03-02 09:16:01","1"
"2017-03-02 09:20:01","1"
"2017-03-02 09:22:01","1"
"2017-03-02 09:26:01","1"
"2017-03-02 09:28:01","3"
"2017-03-02 09:32:01","1"
"2017-03-02 09:36:01","1"
"2017-03-02 09:42:01","1"
"2017-03-02 09:44:01","2"
"2017-03-02 09:46:01","2"
"2017-03-02 09:48:01","3"
"2017-03-02 09:50:01","1"
"2017-03-02 09:54:01","1"
"2017-03-02 09:56:01","3"
"2017-03-02 10:00:01","1"
"2017-03-02 10:04:01","1"
"2017-03-02 10:06:01","1"
"2017-03-02 10:08:01","1"
"2017-03-02 10:10:01","1"
"2017-03-02 10:12:01","1"
"2017-03-02 10:14:01","1"
"2017-03-02 10:16:01","2"
"2017-03-02 10:18:01","2"
"2017-03-02 10:20:01","2"
"2017-03-02 10:22:01","2"
"2017-03-02 10:24:01","1"
"2017-03-02 10:26:01","4"
"2017-03-02 10:28:01","2"
"2017-03-02 10:30:01","2"
"2017-03-02 10:32:01","2"
"2017-03-02 10:34:01","2"
"2017-03-02 10:36:01","2"
"2017-03-02 10:38:01","1"
"2017-03-02 10:40:01","1"
"2017-03-02 10:42:01","1"
"2017-03-02 10:44:01","1"
"2017-03-02 10:46:01","1"
"2017-03-02 10:48:01","2"
"2017-03-02 10:50:01","4"
"2017-03-02 10:52:01","1"
"2017-03-02 10:54:01","1"
"2017-03-02 10:56:01","3"
"2017-03-02 10:58:01","2"
"2017-03-02 11:00:01","3"
"2017-03-02 11:04:01","3"
"2017-03-02 11:06:01","4"
"2017-03-02 11:08:01","2"
"2017-03-02 11:10:01","3"
"2017-03-02 11:12:01","3"
"2017-03-02 11:14:01","2"
"2017-03-02 11:16:01","6"
"2017-03-02 11:18:01","3"
"2017-03-02 11:20:01","3"
"2017-03-02 11:22:01","1"
"2017-03-02 11:24:01","1"
"2017-03-02 11:26:01","2"
"2017-03-02 11:28:01","3"
"2017-03-02 11:30:01","4"
"2017-03-02 11:32:01","6"
"2017-03-02 11:34:01","3"
"2017-03-02 11:36:01","3"
"2017-03-02 11:38:01","1"
"2017-03-02 11:42:01","2"
"2017-03-02 11:44:01","1"
"2017-03-02 11:46:01","2"
"2017-03-02 11:48:01","2"
"2017-03-02 11:50:01","2"
"2017-03-02 11:52:01","2"
"2017-03-02 11:54:01","1"
"2017-03-02 11:56:01","4"
"2017-03-02 11:58:01","3"
"2017-03-02 12:00:01","2"
"2017-03-02 12:02:01","1"
"2017-03-02 12:08:01","2"
"2017-03-02 12:10:01","1"
"2017-03-02 12:12:01","4"
"2017-03-02 12:14:01","3"
"2017-03-02 12:18:01","1"
"2017-03-02 12:20:01","2"
"2017-03-02 12:22:01","2"
"2017-03-02 12:24:01","2"
"2017-03-02 12:26:01","1"
"2017-03-02 12:28:01","3"
"2017-03-02 12:30:01","3"
"2017-03-02 12:32:01","2"
"2017-03-02 12:34:01","1"
"2017-03-02 12:36:01","1"
"2017-03-02 12:38:01","1"
"2017-03-02 12:40:01","1"
"2017-03-02 12:42:01","1"
"2017-03-02 12:44:01","2"
"2017-03-02 12:46:01","2"
"2017-03-02 12:48:01","2"
"2017-03-02 12:50:01","2"
"2017-03-02 12:52:01","3"
"2017-03-02 12:54:01","3"
"2017-03-02 12:56:01","5"
"2017-03-02 12:58:01","9"
"2017-03-02 13:00:01","5"
"2017-03-02 13:02:01","6"
"2017-03-02 13:04:01","8"
"2017-03-02 13:06:01","9"
"2017-03-02 13:08:01","4"
"2017-03-02 13:10:01","7"
"2017-03-02 13:12:01","7"
"2017-03-02 13:14:01","6"
"2017-03-02 13:16:01","5"
"2017-03-02 13:18:01","6"
"2017-03-02 13:20:01","10"
"2017-03-02 13:22:01","4"
"2017-03-02 13:24:01","5"
"2017-03-02 13:26:01","9"
"2017-03-02 13:28:01","5"
"2017-03-02 13:30:01","5"
"2017-03-02 13:32:01","7"
